0.007977101,0.01473726,0.290676504,0.058288969,0.073590823,0.554729342
0.005686751,0.006162875,0.054580741,0.770821631,0.008201551,0.154546425
0.01595116,0.017390598,0.074398354,0.233610034,0.073683873,0.584966004
0.025593657,0.008619472,0.135213599,0.086852327,0.261384517,0.482336491
0.0302641,0.908973277,0.024090821,0.001233727,0.018278446,0.017159553
0.051536165,0.010419757,0.81023103,0.077214547,0.023005873,0.02759265
0.022401327,0.024704566,0.080567986,0.034980267,0.100960299,0.736385524
0.014203016,0.007558701,0.196238294,0.408498734,0.215714291,0.15778698
0.069988236,0.07341633,0.357646525,0.056873966,0.179930151,0.262144715
0.00579269,0.000784965,0.028416125,0.631538868,0.029865138,0.303602189
0.120345943,0.166674942,0.509903252,0.003724169,0.076699324,0.122652277
0.262495756,0.004192865,0.058102261,0.369703501,0.128957137,0.176548496
0.027998604,0.070730247,0.114797004,0.055807125,0.355824679,0.374842316
0.027815599,0.023627762,0.307981074,0.210153118,0.115308896,0.315113604
0.072298445,0.087262608,0.278077573,0.106702112,0.131915689,0.323743641
0.047672756,0.005275439,0.326907963,0.074295707,0.108468391,0.437379688
0.452595353,0.219250321,0.278562158,0.011789209,0.012310069,0.025493002
0.005428588,0.006081992,0.099732541,0.477114379,0.19957298,0.212069437
0.03948269,0.009866294,0.162059754,0.164965019,0.019932337,0.603693962
0.015793426,0.008156597,0.09550035,0.262791216,0.138397068,0.479361296
0.060872812,0.009437746,0.11705862,0.318091989,0.289172739,0.205366135
0.092984594,0.119669132,0.205517322,0.038232159,0.493892312,0.04970447
0.603606224,0.080597669,0.108297728,0.068580441,0.014497112,0.124420829
0.011876525,0.003760306,0.135429963,0.709294438,0.069808677,0.069830112
0.114047863,0.028965924,0.084317632,0.4452779,0.026512181,0.300878495
0.011756397,0.009534722,0.222422495,0.107107185,0.388670683,0.260508507
0.072255671,0.057020999,0.088856541,0.165635034,0.361142457,0.255089343
0.0987795,0.014115505,0.047389612,0.33997643,0.340144426,0.159594536
0.142326385,0.377483159,0.138493314,0.047874264,0.071082883,0.22273998
0.012660276,0.079362251,0.140451565,0.11133454,0.278741717,0.377449661
0.010980652,0.001680839,0.00649683,0.027919572,0.930246055,0.022676036
0.025779577,0.011911812,0.189581841,0.698350668,0.042136554,0.032239627
0.028920364,0.129102573,0.34091112,0.071763068,0.257234693,0.172068253
0.159980968,0.194752529,0.21524331,0.066525683,0.240748286,0.122749195
0.01658982,0.030258253,0.911828637,0.005024232,0.009641563,0.026657488
0.053731203,0.169727504,0.429436386,0.03538572,0.031427346,0.280291796
0.05610133,0.032049302,0.206403911,0.051683359,0.024168031,0.629594088
0.001480016,0.00157844,0.020884538,0.256804496,0.045261342,0.673991144
0.004751904,0.005111543,0.049666002,0.059517868,0.133837268,0.747115493
0.020910863,0.017538054,0.119830109,0.284063339,0.097544461,0.460113257
0.11664591,0.045428026,0.020873904,0.030763537,0.031375736,0.754912913
0.030057868,0.02459354,0.065718636,0.1147108,0.151501015,0.613418102
0.022155199,0.006922443,0.073621035,0.080124773,0.14511247,0.672064066
0.023703802,0.006930646,0.483234167,0.086015031,0.175278649,0.224837616
0.104151614,0.113724612,0.050280828,0.054695912,0.229837075,0.447309971
0.065910757,0.079617329,0.466017574,0.223877564,0.104280971,0.060295854
0.071517512,0.006854262,0.146180734,0.323131174,0.18961671,0.262699574
0.066427574,0.026480783,0.265983105,0.255667597,0.289221406,0.096219622
0.074305981,0.0644302,0.76515907,0.0132149,0.039554924,0.043334898
0.013540003,0.006053865,0.109989092,0.201547951,0.195073947,0.473795056
0.009638119,0.005188921,0.040914729,0.051519297,0.100578353,0.792160571
0.007159021,0.002176561,0.060513116,0.227001622,0.09294495,0.610204697
0.002202154,0.001696131,0.072804958,0.783927739,0.011351064,0.128017887
0.008316283,0.059940655,0.137758628,0.135481268,0.026864525,0.631638587
0.045147937,0.017907608,0.332187384,0.299179852,0.091350265,0.214226902
0.067705028,0.034919262,0.31589216,0.384633809,0.058320504,0.138529226
0.008070832,0.000950222,0.013169676,0.890196919,0.011322533,0.076289818
0.115641512,0.02011314,0.07096681,0.487787992,0.12201941,0.183471188
0.003340396,0.004102786,0.064223811,0.039575338,0.020270796,0.868486881
0.051781166,0.022601042,0.7705248,0.039600823,0.029382631,0.086109526
0.233261913,0.045100693,0.176972881,0.276231378,0.132648289,0.135784879
0.004384477,0.00399349,0.971335292,0.005202258,0.001838715,0.013245809
0.026616022,0.024717879,0.889184952,0.002294169,0.006325445,0.050861504
0.035797313,0.006935167,0.256986976,0.281861752,0.058108877,0.360309958
0.029189734,0.027589936,0.113188453,0.26651594,0.013484941,0.550030947
0.011249787,0.02396589,0.035516381,0.003909045,0.183889329,0.741469562
0.021008302,0.005430738,0.090499729,0.06084127,0.088406719,0.733813226
0.038035996,0.057012167,0.549569666,0.089659937,0.009254078,0.256468177
0.000475624,0.001677674,0.894259572,0.000258851,0.001576459,0.101751879
0.013742882,0.001915387,0.365844905,0.358669788,0.070372045,0.189454958
0.01370829,0.004935928,0.025728477,0.473486602,0.148451984,0.333688736
0.556181908,0.074900806,0.068176925,0.087151691,0.156905204,0.05668338
0.062124226,0.053452916,0.565008104,0.12245848,0.058697894,0.138258383
0.005192188,0.02340848,0.057815339,0.130678922,0.172729284,0.610175788
0.010214839,0.001728613,0.075197376,0.488242507,0.149557769,0.275058866
0.520748496,0.01279954,0.091848716,0.108872421,0.111874476,0.153856307
0.024069378,0.115786985,0.124713548,0.094527319,0.293275684,0.347627074
0.045633964,0.048816316,0.124799632,0.12134181,0.412816375,0.246591851
0.009697936,0.158927977,0.554985285,0.006757001,0.024131641,0.245500162
0.025035081,0.018043481,0.05362324,0.115818299,0.157974482,0.629505396
0.378267378,0.055945452,0.299817592,0.175213084,0.047197115,0.043559335
0.166717991,0.102017112,0.333617151,0.049948692,0.133214295,0.214484692
0.131221294,0.026346123,0.07366284,0.076977365,0.260235518,0.43155688
0.365920871,0.150812507,0.165626451,0.08305081,0.072804883,0.161784545
0.063049115,0.013455185,0.186781436,0.553695738,0.03463874,0.148379788
0.007024022,0.005175866,0.157057092,0.009431398,0.017777851,0.803533733
0.263192594,0.014677921,0.099458344,0.275770068,0.132819578,0.214081526
0.040696997,0.0054448,0.123300709,0.383086652,0.179048955,0.268421859
0.028080722,0.00769402,0.586463392,0.339692384,0.019786773,0.018282803
0.025983676,0.010301727,0.204392761,0.274900228,0.102526724,0.381894916
0.540310383,0.043710183,0.037346002,0.058330014,0.16431731,0.155986115
0.072279461,0.016819337,0.711977661,0.038785879,0.016228754,0.143908918
0.120855272,0.009122838,0.197867304,0.343609244,0.036925871,0.29161945
0.009458939,0.007465301,0.043252386,0.149125129,0.041116849,0.749581397
0.048843846,0.002109501,0.072568536,0.806042075,0.0495473,0.020888729
0.036221214,0.037899762,0.375662565,0.072877795,0.089195698,0.388142973
0.001497598,0.002340531,0.012906836,0.198732704,0.046482027,0.738040268
0.033802748,0.018695997,0.188142464,0.037641782,0.019430676,0.702286363
0.016076317,0.005522258,0.360092849,0.365999699,0.167520419,0.084788375
0.001848994,0.000533105,0.000452034,0.009930493,0.969489634,0.017745733
0.802773893,0.013208733,0.072419673,0.036795776,0.030803483,0.043998498
0.037668958,0.02168745,0.051689416,0.267478317,0.259491771,0.361984104
0.214258462,0.038400251,0.057629969,0.121345632,0.087978728,0.480386943
0.016975872,0.003286955,0.300670624,0.644084811,0.012346836,0.022634907
0.246242359,0.33221519,0.118432499,0.041437492,0.158725992,0.10294643
0.003509564,0.004165994,0.018379169,0.086767882,0.050403558,0.836773872
0.001196436,0.000169375,0.001202739,0.111665651,0.808842242,0.076923572
0.704492509,0.044933993,0.084162906,0.07294526,0.061652839,0.031812496
0.018481877,0.036198944,0.081926227,0.085712969,0.314220369,0.463459611
0.044504542,0.085708454,0.128946275,0.144682467,0.01809014,0.578068137
